,PassengerId,Age,Cabin,Pclass_1,Pclass_2,Pclass_3,C,Q,S,female,male,Parch_1,Parch_2,Parch_3,9,SibSp_1,SibSp_2,SibSp_3,Miss,Mr
308,1200,55.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
309,1201,45.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
310,1202,18.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
311,1203,22.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
312,1204,29.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
313,1205,37.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
314,1206,55.0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
315,1207,17.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
316,1208,57.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
317,1209,19.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
318,1210,27.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
319,1211,22.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
320,1212,26.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
321,1213,25.0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
322,1214,26.0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
323,1215,33.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
324,1216,39.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
325,1217,23.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
326,1218,12.0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
327,1219,46.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
328,1220,29.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
329,1221,21.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
330,1222,48.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
331,1223,39.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
332,1224,29.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
333,1225,19.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
334,1226,27.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
335,1227,30.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
336,1228,32.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
337,1229,39.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
338,1230,25.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
339,1231,21.5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
340,1232,18.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
341,1233,32.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
342,1234,45.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
343,1235,58.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
344,1236,37.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
345,1237,16.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
346,1238,26.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
347,1239,38.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
348,1240,24.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
349,1241,31.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
350,1242,45.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
351,1243,25.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
352,1244,18.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
353,1245,49.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
354,1246,0.17,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
355,1247,50.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
356,1248,59.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
357,1249,49.333333333333336,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
358,1250,39.66666666666667,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
359,1251,30.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
360,1252,14.5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
361,1253,24.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
362,1254,31.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
363,1255,27.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
364,1256,25.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
365,1257,24.0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
366,1258,23.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
367,1259,22.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
368,1260,45.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
369,1261,29.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
370,1262,21.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
371,1263,31.0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
372,1264,49.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
373,1265,44.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
374,1266,54.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
375,1267,45.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
376,1268,22.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
377,1269,21.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
378,1270,55.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
379,1271,5.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
380,1272,15.5,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
381,1273,26.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
382,1274,22.5,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
383,1275,19.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
384,1276,21.5,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
385,1277,24.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
386,1278,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
387,1279,57.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
388,1280,21.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
389,1281,6.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
390,1282,23.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
391,1283,51.0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
392,1284,13.0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
393,1285,47.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
394,1286,29.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
395,1287,18.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
396,1288,24.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
397,1289,48.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
398,1290,22.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
399,1291,31.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
400,1292,30.0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
401,1293,38.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
402,1294,22.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
403,1295,17.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
404,1296,43.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
405,1297,20.0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
406,1298,23.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
407,1299,50.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
408,1300,26.5,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
409,1301,3.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
410,1302,20.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
411,1303,37.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
412,1304,28.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
413,1305,33.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
414,1306,39.0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
415,1307,38.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
416,1308,38.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
417,1309,38.5,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
